Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,126.0,130.64999389648438,126.0,130.1999969482422,130.1999969482422,30181
2018-01-03,130.0,131.35000610351562,126.19999694824219,128.60000610351562,128.60000610351562,38733
2018-01-04,128.1999969482422,129.64999389648438,126.5999984741211,129.5500030517578,129.5500030517578,21987
2018-01-05,129.1999969482422,129.5500030517578,127.9000015258789,128.4499969482422,128.4499969482422,23119
2018-01-08,127.5999984741211,127.6500015258789,124.30000305175781,125.1500015258789,125.1500015258789,32165
2018-01-09,125.30000305175781,125.30000305175781,122.5999984741211,125.1500015258789,125.1500015258789,25441
2018-01-10,125.44999694824219,125.94999694824219,123.0,123.94999694824219,123.94999694824219,22677
2018-01-11,123.94999694824219,124.0,122.1500015258789,122.80000305175781,122.80000305175781,23295
2018-01-12,122.80000305175781,123.25,120.9000015258789,122.25,122.25,28830
2018-01-16,121.80000305175781,121.8499984741211,119.8499984741211,120.44999694824219,120.44999694824219,30471
2018-01-17,121.0,123.80000305175781,120.1500015258789,123.0999984741211,123.0999984741211,28913
2018-01-18,123.6500015258789,123.9000015258789,120.94999694824219,121.0999984741211,121.0999984741211,17877
2018-01-19,121.0999984741211,121.75,119.5999984741211,121.25,121.25,19108
2018-01-22,121.6500015258789,123.3499984741211,121.55000305175781,122.55000305175781,122.55000305175781,16862
2018-01-23,122.1500015258789,122.4000015258789,120.5,120.94999694824219,120.94999694824219,17387
2018-01-24,121.25,123.0999984741211,120.69999694824219,122.5,122.5,20140
2018-01-25,122.69999694824219,125.5,121.69999694824219,123.6500015258789,123.6500015258789,27185
2018-01-26,123.6500015258789,125.3499984741211,123.5,125.1500015258789,125.1500015258789,25807
2018-01-29,125.55000305175781,125.8499984741211,123.6500015258789,124.94999694824219,124.94999694824219,30208
2018-01-30,124.75,125.19999694824219,121.55000305175781,122.30000305175781,122.30000305175781,34074
2018-01-31,122.5,123.30000305175781,121.1500015258789,121.8499984741211,121.8499984741211,19415
2018-02-01,121.69999694824219,122.30000305175781,120.3499984741211,121.4000015258789,121.4000015258789,24653
2018-02-02,121.55000305175781,121.5999984741211,119.8499984741211,120.4000015258789,120.4000015258789,24016
2018-02-05,120.4000015258789,120.69999694824219,119.5,119.80000305175781,119.80000305175781,33335
2018-02-06,120.0,123.0999984741211,119.0999984741211,122.8499984741211,122.8499984741211,39993
2018-02-07,122.94999694824219,123.9000015258789,122.5999984741211,123.30000305175781,123.30000305175781,36529
2018-02-08,122.8499984741211,124.4000015258789,121.75,122.8499984741211,122.8499984741211,35746
2018-02-09,122.69999694824219,124.0999984741211,121.75,121.8499984741211,121.8499984741211,32897
2018-02-12,121.75,123.19999694824219,120.80000305175781,121.4000015258789,121.4000015258789,40355
2018-02-13,121.4000015258789,123.0,120.5,122.75,122.75,19384
