Date,cocoa,crude_oil,cotton,gold,lean_hogs,copper,coffe,wheat,live_cattle,natural_gas,platinum,sugar,silver,corn,oat,rough_rice,soybean
2018-02-05,2045.0,64.15000152587889,76.56999969482422,1333.0,75.82499694824219,3.2105000019073486,119.8000030517578,461.75,126.125,2.746999979019165,992.5,13.899999618530273,16.638999938964847,358.75,267.25,1253.0,969.75
2018-02-06,2041.0,63.38999938964844,76.19000244140625,1326.0999755859375,74.75,3.177500009536743,122.8499984741211,469.0,125.625,2.759000062942505,991.2999877929688,13.84000015258789,16.54800033569336,363.5,269.0,1255.0,986.25
2018-02-07,2013.0,61.790000915527344,75.95999908447266,1311.5999755859375,73.8499984741211,3.076499938964844,123.3000030517578,481.0,125.5999984741211,2.70199990272522,978.7000122070312,14.0,16.205999374389652,365.25,273.25,1250.0,983.0
2018-02-08,2034.0,61.1500015258789,76.62000274658203,1316.9000244140625,73.4000015258789,3.0720000267028813,122.8499984741211,474.5,125.7750015258789,2.697000026702881,975.4000244140624,13.579999923706055,16.31399917602539,365.75,269.5,1244.5,987.75
2018-02-09,2031.0,59.20000076293945,76.68000030517578,1313.0999755859375,73.17500305175781,3.024499893188477,121.8499984741211,465.5,126.5250015258789,2.5840001106262207,958.5,13.670000076293945,16.115999221801758,362.0,266.5,1232.5,983.0
2018-02-12,1970.0,59.290000915527344,76.44999694824219,1324.199951171875,73.07499694824219,3.077500104904175,121.4000015258789,477.5,127.125,2.5520000457763667,969.7999877929688,13.729999542236328,16.54800033569336,367.0,275.0,1239.0,1001.75
2018-02-13,1999.0,59.18999862670898,76.37999725341797,1328.0999755859375,73.3499984741211,3.1545000076293945,122.75,474.5,126.8249969482422,2.594000101089477,972.7000122070312,13.479999542236328,16.506999969482422,366.75,273.5,1228.5,1011.75
2018-02-14,2055.0,60.599998474121094,75.5999984741211,1355.5,73.5,3.2284998893737797,122.8000030517578,469.75,127.6500015258789,2.586999893188477,996.0999755859376,13.399999618530273,16.857999801635742,367.25,265.75,1225.0,1017.25
2018-02-15,2137.0,61.34000015258789,75.41000366210938,1352.0999755859375,69.72499847412111,3.239000082015991,121.75,478.0,129.27499389648438,2.5799999237060547,998.0999755859376,13.619999885559082,16.777000427246097,367.75,268.5,1195.0,1024.25
2018-02-16,2138.0,61.68000030517578,75.72000122070312,1353.199951171875,68.15000152587889,3.243000030517578,117.9499969482422,478.5,130.10000610351562,2.558000087738037,1009.2999877929688,13.380000114440918,16.694999694824222,367.5,267.75,1201.5,1021.5
2018-02-20,2146.0,61.9000015258789,77.51000213623047,1328.800048828125,69.19999694824219,3.186000108718872,118.1999969482422,471.75,130.30000305175778,2.615999937057495,1001.0,13.359999656677244,16.424999237060547,365.5,266.25,1185.5,1026.5
2018-02-21,2172.0,61.68000030517578,78.91000366210938,1330.0,69.90000152587889,3.2114999294281006,116.9499969482422,465.75,129.64999389648438,2.6589999198913574,993.5999755859376,13.380000114440918,16.604000091552734,365.75,258.25,1196.0,1034.25
2018-02-22,2156.0,62.77000045776367,80.54000091552734,1330.5999755859375,71.2750015258789,3.2374999523162837,119.5999984741211,470.75,128.35000610351562,2.634000062942505,996.4000244140624,13.710000038146973,16.57900047302246,366.75,257.75,1202.0,1032.0
2018-02-23,2204.0,63.54999923706055,81.44999694824219,1328.199951171875,71.375,3.2084999084472656,119.4499969482422,469.0,128.0,2.625,995.7999877929688,13.68000030517578,16.47599983215332,366.25,260.0,1196.5,1036.25
2018-02-26,2224.0,63.90999984741211,81.69999694824219,1330.699951171875,69.94999694824219,3.196000099182129,120.5,477.75,127.4000015258789,2.638999938964844,998.7999877929688,13.65999984741211,16.541999816894528,368.5,262.5,1189.0,1034.25
2018-02-27,2239.0,63.0099983215332,81.76000213623047,1315.5,69.94999694824219,3.157500028610229,119.9499969482422,489.0,128.02499389648438,2.683000087738037,983.0999755859376,13.010000228881836,16.346000671386722,370.5,260.0,1195.0,1038.0
2018-02-28,2240.0,61.63999938964844,81.6500015258789,1315.5,67.22499847412111,3.1075000762939453,121.0500030517578,508.25,127.5,2.6670000553131104,986.5999755859376,13.479999542236328,16.323999404907227,374.5,263.0,1239.0,1045.0
2018-03-01,2270.0,60.9900016784668,82.56999969482422,1302.9000244140625,66.97499847412111,3.0994999408721924,122.4499969482422,531.0,123.3249969482422,2.6979999542236333,956.2999877929688,13.710000038146973,16.200000762939453,378.75,269.0,1242.0,1057.5
2018-03-02,2320.0,61.25,82.72000122070312,1321.0999755859375,67.57499694824219,3.1010000705718994,120.3499984741211,522.0,122.1750030517578,2.6949999332427983,963.5999755859376,13.420000076293945,16.392000198364258,377.25,265.0,1226.5,1060.75
2018-03-05,2459.0,62.56999969482422,85.41000366210938,1318.0999755859375,68.80000305175781,3.1054999828338623,119.1999969482422,533.5,123.2249984741211,2.7039999961853027,960.5999755859376,13.5600004196167,16.33799934387207,378.25,264.75,1230.0,1066.75
2018-03-06,2454.0,62.599998474121094,83.83999633789062,1333.5999755859375,68.19999694824219,3.13700008392334,119.9499969482422,529.25,122.8249969482422,2.749000072479248,969.0999755859376,13.449999809265135,16.71500015258789,379.75,262.0,1231.0,1064.5
2018-03-07,2456.0,61.1500015258789,84.19999694824219,1326.0,67.80000305175781,3.114000082015991,119.3000030517578,521.0,122.9749984741211,2.7769999504089355,951.7000122070312,12.789999961853027,16.42799949645996,379.25,259.5,1231.5,1055.0
2018-03-08,2506.0,60.11999893188477,85.12000274658203,1319.9000244140625,68.07499694824219,3.058500051498413,119.0,519.75,121.7750015258789,2.75600004196167,950.7999877929688,12.890000343322756,16.43600082397461,385.75,260.75,1226.0,1053.75
2018-03-09,2478.0,62.040000915527344,84.5199966430664,1322.4000244140625,67.84999847412111,3.115999937057495,118.8499984741211,508.0,123.125,2.7320001125335693,962.7000122070312,12.84000015258789,16.54599952697754,383.0,259.5,1216.0,1029.25
2018-03-12,2565.0,61.36000061035156,83.27999877929688,1319.4000244140625,67.67500305175781,3.1040000915527344,118.1500015258789,509.0,121.5500030517578,2.7780001163482666,961.4000244140624,12.93000030517578,16.471000671386722,384.25,258.75,1213.5,1033.25
2018-03-13,2551.0,60.709999084472656,82.9800033569336,1325.9000244140625,67.72499847412111,3.11899995803833,120.4499969482422,507.0,121.9000015258789,2.7860000133514404,965.7999877929688,12.619999885559082,16.55900001525879,385.5,258.0,1210.0,1040.5
2018-03-14,2575.0,60.959999084472656,83.44000244140625,1324.4000244140625,66.875,3.140000104904175,119.9499969482422,511.75,123.0,2.7309999465942383,960.0,12.760000228881836,16.466999053955078,383.5,253.25,1210.0,1028.5
2018-03-15,2536.0,61.18999862670898,83.52999877929688,1316.800048828125,65.72499847412111,3.111000061035156,117.6500015258789,513.5,121.8499984741211,2.680999994277954,955.4000244140624,12.739999771118164,16.35300064086914,386.75,251.0,1241.0,1040.75
2018-03-16,2522.0,62.34000015258789,82.8499984741211,1311.300048828125,65.44999694824219,3.0929999351501465,116.9499969482422,499.5,121.25,2.687999963760376,948.7000122070312,12.649999618530273,16.20199966430664,382.75,242.25,1246.0,1049.5
2018-03-19,2445.0,62.06000137329102,81.2300033569336,1316.800048828125,63.1500015258789,3.069499969482422,118.3499984741211,470.25,120.2249984741211,2.651000022888184,952.9000244140624,12.890000343322756,16.254999160766598,375.0,235.0,1228.5,1022.5
2018-03-20,2480.0,63.4000015258789,83.08000183105469,1311.0999755859375,63.25,3.025500059127808,118.9499969482422,470.0,119.5749969482422,2.674999952316284,943.5,12.5600004196167,16.125,374.5,235.5,1220.5,1028.25
2018-03-21,2524.0,65.16999816894531,82.58999633789062,1320.699951171875,62.57500076293945,3.048500061035156,118.8499984741211,465.5,117.6999969482422,2.638000011444092,949.0999755859376,12.670000076293945,16.357000350952152,375.0,231.5,1231.5,1029.75
2018-03-22,2535.0,64.30000305175781,82.1500015258789,1326.5999755859375,61.32500076293945,3.01200008392334,119.0,471.0,118.1500015258789,2.617000102996826,947.5999755859376,12.770000457763672,16.327999114990234,376.0,228.75,1232.5,1029.75
2018-03-23,2615.0,65.87999725341797,81.83000183105469,1349.300048828125,58.42499923706055,2.9844999313354488,117.1999969482422,479.25,116.0500030517578,2.5910000801086426,946.9000244140624,12.56999969482422,16.530000686645508,377.25,226.25,1236.0,1028.25
2018-03-26,2629.0,65.55000305175781,81.77999877929688,1354.4000244140625,58.0250015258789,2.9605000019073486,118.1500015258789,468.25,115.1750030517578,2.618000030517578,948.9000244140624,12.420000076293945,16.631999969482422,374.0,226.5,1246.0,1025.5
2018-03-27,2554.0,65.25,82.0199966430664,1341.300048828125,57.75,2.991499900817871,118.9499969482422,464.0,115.4250030517578,2.690999984741211,945.2000122070312,12.539999961853027,16.48900032043457,374.0,226.0,1244.5,1019.5
2018-03-28,2597.0,64.37999725341797,80.73999786376953,1324.199951171875,56.92499923706055,2.99399995803833,117.75,461.0,116.0,2.6979999542236333,934.7000122070312,12.210000038146973,16.204999923706055,373.5,221.75,1244.5,1018.0
2018-03-29,2556.0,64.94000244140625,81.45999908447266,1322.800048828125,57.25,3.0190000534057617,118.1500015258789,467.25,113.75,2.7330000400543213,927.2999877929688,12.350000381469727,16.222999572753903,387.75,225.0,1235.5,1044.75
2018-04-02,2635.0,63.0099983215332,80.97000122070312,1342.0999755859375,54.2750015258789,3.0404999256134038,116.4000015258789,467.5,112.4000015258789,2.683000087738037,930.7000122070312,12.520000457763672,16.62700080871582,387.25,231.75,1231.0,1035.5
2018-04-03,2498.0,63.5099983215332,82.0199966430664,1332.800048828125,51.67499923706055,3.058000087738037,116.5999984741211,484.75,111.9749984741211,2.697000026702881,925.2999877929688,12.470000267028807,16.347000122070312,388.5,232.5,1238.5,1038.0
2018-04-04,2475.0,63.36999893188477,79.63999938964844,1335.800048828125,53.07500076293945,3.006999969482422,116.9000015258789,486.0,113.0250015258789,2.7179999351501465,912.0999755859376,12.270000457763672,16.208999633789062,381.0,230.0,1242.0,1015.25
2018-04-05,2508.0,63.540000915527344,82.56999969482422,1324.300048828125,52.45000076293945,3.069499969482422,117.5500030517578,498.5,114.3000030517578,2.674999952316284,909.7999877929688,12.350000381469727,16.319999694824222,389.5,232.75,1239.0,1031.25
2018-04-06,2453.0,62.06000137329102,82.54000091552734,1331.9000244140625,52.125,3.053999900817871,117.4499969482422,506.75,112.2249984741211,2.700999975204468,912.0,12.34000015258789,16.332000732421875,388.5,233.25,1249.5,1033.75
2018-04-09,2502.0,63.41999816894531,82.91000366210938,1336.300048828125,52.9000015258789,3.071500062942505,118.6500015258789,522.75,112.0250015258789,2.693000078201294,933.9000244140624,12.359999656677244,16.499000549316403,390.75,237.25,1282.0,1047.0
2018-04-10,2489.0,65.51000213623047,83.52999877929688,1342.0,53.5,3.13100004196167,117.5999984741211,521.75,112.8000030517578,2.6559998989105225,927.5999755859376,12.130000114440918,16.56599998474121,389.25,236.5,1277.5,1050.0
2018-04-11,2547.0,66.81999969482422,83.83000183105469,1356.5,53.29999923706055,3.111999988555908,118.1500015258789,516.75,113.5,2.674999952316284,928.7999877929688,12.0600004196167,16.738000869750973,387.0,237.5,1280.5,1047.75
2018-04-12,2542.0,67.06999969482422,83.69000244140625,1338.4000244140625,54.29999923706055,3.059999942779541,117.9000015258789,507.5,115.75,2.686000108718872,929.0,12.050000190734865,16.443000793457028,388.75,237.5,1288.5,1060.75
2018-04-13,2564.0,67.38999938964844,83.41000366210938,1344.800048828125,53.82500076293945,3.067500114440918,117.3000030517578,495.75,116.5500030517578,2.734999895095825,927.2999877929688,12.079999923706055,16.628000259399414,386.25,234.25,1311.0,1054.25
2018-04-16,2702.0,66.22000122070311,83.25,1347.5,68.17500305175781,3.0915000438690186,114.25,478.0,117.1500015258789,2.752000093460083,925.7000122070312,11.979999542236328,16.66200065612793,382.5,230.5,1305.5,1042.0
2018-04-17,2728.0,66.51999664306639,83.12999725341797,1347.199951171875,67.90000152587889,3.0750000476837163,113.5500030517578,480.5,118.0500030517578,2.73799991607666,933.9000244140624,11.649999618530273,16.77199935913086,380.25,228.75,1315.5,1046.0
2018-04-18,2824.0,68.47000122070311,82.73999786376953,1351.199951171875,69.84999847412111,3.1535000801086426,114.9000015258789,488.75,118.9749984741211,2.7390000820159908,939.5,11.739999771118164,17.231000900268555,383.0,236.0,1317.5,1041.75
2018-04-19,2831.0,68.29000091552734,82.97000122070312,1346.800048828125,70.15000152587889,3.128000020980835,114.25,495.25,117.8000030517578,2.6600000858306885,933.7000122070312,11.75,17.222000122070312,382.0,234.5,1308.0,1037.25
2018-04-20,2749.0,68.37999725341797,85.47000122070312,1336.699951171875,69.94999694824219,3.1315000057220463,115.75,482.75,119.3499984741211,2.7390000820159908,925.5999755859376,11.640000343322756,17.14699935913086,376.5,232.5,1299.0,1028.75
2018-04-23,2746.0,68.63999938964844,83.19000244140625,1322.5,68.0,3.1080000400543213,117.0,483.25,121.7249984741211,2.740000009536743,916.2999877929688,11.210000038146973,16.570999145507812,378.5,226.75,1306.5,1020.75
2018-04-24,2835.0,67.69999694824219,82.26000213623047,1331.4000244140625,67.44999694824219,3.138499975204468,118.5,492.5,121.0999984741211,2.7809998989105225,928.9000244140624,11.140000343322754,16.687000274658207,381.25,224.25,1313.0,1022.25
2018-04-25,2856.0,68.05000305175781,84.76000213623047,1321.199951171875,68.55000305175781,3.131999969482422,116.8499984741211,507.0,121.9250030517578,2.7860000133514404,906.5999755859376,10.859999656677246,16.486000061035153,386.5,222.75,1310.5,1027.5
2018-04-26,2822.0,68.19000244140625,84.98999786376953,1316.300048828125,67.32499694824219,3.11299991607666,117.5999984741211,501.75,122.5250015258789,2.821000099182129,904.0,10.970000267028807,16.488000869750973,386.0,220.75,1271.0,1028.0
2018-04-27,2851.0,68.09999847412111,85.33000183105469,1320.300048828125,66.09999847412111,3.0460000038146973,120.3499984741211,512.25,124.4499969482422,2.7709999084472656,911.0,11.220000267028807,16.406000137329098,389.5,221.5,1281.0,1045.0
2018-04-30,2845.0,68.56999969482422,84.68000030517578,1316.199951171875,66.30000305175781,3.052500009536743,120.6500015258789,518.5,123.75,2.763000011444092,899.0,11.520000457763672,16.312000274658207,392.5,225.5,1278.5,1037.75
2018-05-01,2914.0,67.25,85.12000274658203,1303.800048828125,67.44999694824219,3.015000104904175,122.5999984741211,532.25,105.8249969482422,2.8020000457763667,888.7999877929688,11.6899995803833,16.038999557495114,396.75,227.75,1263.5,1042.5
2018-05-02,2835.0,67.93000030517578,85.01000213623047,1302.5999755859375,66.90000152587889,3.047499895095825,121.5999984741211,535.75,104.8499984741211,2.753999948501587,888.5,11.75,16.291000366210938,396.0,225.5,1275.5,1032.75
2018-05-03,2863.0,68.43000030517578,84.44999694824219,1310.699951171875,67.07499694824219,3.0590000152587886,122.1999969482422,547.5,106.5250015258789,2.7260000705718994,898.7000122070312,11.6899995803833,16.36199951171875,399.5,225.75,1274.5,1043.25
2018-05-04,2799.0,69.72000122070311,86.3499984741211,1312.699951171875,67.07499694824219,3.065500020980835,120.4499969482422,535.75,106.0500030517578,2.7109999656677246,905.0,11.510000228881836,16.43400001525879,398.75,223.75,1268.0,1027.25
2018-05-07,2870.0,70.7300033569336,85.98999786376953,1312.199951171875,66.07499694824219,3.059499979019165,118.1999969482422,519.75,105.1750030517578,2.740999937057495,908.0,11.31999969482422,16.413000106811527,393.25,225.25,1253.0,1002.25
2018-05-08,2794.0,69.05999755859375,85.37999725341797,1312.0,66.19999694824219,3.0404999256134038,116.5500030517578,518.5,106.3000030517578,2.7320001125335693,907.0999755859376,11.5600004196167,16.38800048828125,395.5,229.0,1252.5,1011.25
2018-05-09,2774.0,71.13999938964844,85.86000061035156,1311.300048828125,65.92500305175781,3.039499998092652,115.5,512.0,105.6750030517578,2.736999988555908,911.5999755859376,11.289999961853027,16.458000183105472,394.75,228.75,1245.0,1007.25
2018-05-10,2758.0,71.36000061035156,84.55999755859375,1320.800048828125,65.47499847412111,3.0924999713897705,116.3000030517578,507.5,107.5250015258789,2.813999891281128,920.5,11.270000457763672,16.680000305175778,394.75,232.0,1235.5,1013.25
2018-05-11,2801.0,70.69999694824219,84.62000274658203,1319.0,65.30000305175781,3.095000028610229,115.25,501.75,107.625,2.805999994277954,922.4000244140624,11.220000267028807,16.676000595092773,389.75,223.5,1248.5,994.75
2018-05-14,2775.0,70.95999908447266,83.69999694824219,1316.5,65.25,3.0785000324249268,113.6500015258789,496.75,104.625,2.8420000076293945,911.5,11.260000228881836,16.569999694824222,389.0,229.0,1232.5,1013.0
2018-05-15,2670.0,71.30999755859375,83.76000213623047,1288.9000244140625,74.7249984741211,3.0425000190734863,112.9000015258789,509.75,102.9749984741211,2.8359999656677246,893.7999877929688,11.520000457763672,16.194000244140625,402.25,240.25,1248.5,1018.75
2018-05-16,2730.0,71.48999786376953,84.3499984741211,1290.199951171875,75.9000015258789,3.058500051498413,113.25,514.0,101.8249969482422,2.815000057220459,886.5,11.609999656677244,16.297000885009766,399.25,241.25,1255.0,999.75
2018-05-17,2639.0,71.48999786376953,85.02999877929688,1288.199951171875,76.4749984741211,3.07699990272522,113.8499984741211,519.0,103.0500030517578,2.858999967575073,889.0,11.5600004196167,16.413000106811527,395.25,241.0,1250.0,995.0
2018-05-18,2678.0,71.27999877929688,86.55000305175781,1290.199951171875,74.69999694824219,3.0510001182556152,113.9499969482422,538.75,102.4000015258789,2.8469998836517334,883.4000244140625,11.65999984741211,16.386999130249027,402.5,242.0,1232.5,998.5
2018-05-21,2615.0,72.23999786376953,88.41999816894531,1290.199951171875,74.0,3.0855000019073486,120.1999969482422,526.5,104.9250030517578,2.809999942779541,896.7000122070312,12.100000381469727,16.45199966430664,402.75,245.25,1223.0,1025.25
2018-05-22,2589.0,72.12999725341797,87.3499984741211,1291.699951171875,73.125,3.11899995803833,120.8499984741211,540.5,104.9000015258789,2.907999992370605,905.7000122070312,12.149999618530273,16.507999420166016,404.75,249.75,1233.0,1030.5
2018-05-23,2618.0,71.83999633789062,86.95999908447266,1289.300048828125,74.5999984741211,3.060499906539917,119.3499984741211,551.75,105.4499969482422,2.9140000343322754,897.7000122070312,12.350000381469727,16.33799934387207,408.5,252.0,1192.0,1039.25
2018-05-24,2603.0,70.70999908447266,87.45999908447266,1303.699951171875,74.82499694824219,3.0855000019073486,120.5500030517578,549.0,104.4000015258789,2.940000057220459,909.5,12.380000114440918,16.621000289916992,404.25,244.0,1156.0,1035.75
2018-05-25,2556.0,67.87999725341797,89.20999908447266,1303.300048828125,74.19999694824219,3.066999912261963,120.4000015258789,564.0,104.6500015258789,2.938999891281128,898.2000122070312,12.460000038146973,16.481000900268555,406.0,248.75,1156.5,1041.5
2018-05-29,2497.0,66.73000335693361,93.20999908447266,1298.699951171875,75.67500305175781,3.0520000457763667,120.25,556.5,103.125,2.875,902.7999877929688,12.460000038146973,16.305000305175778,400.0,244.0,1146.0,1030.5
2018-06-01,2458.0,65.80999755859375,93.3000030517578,1294.800048828125,77.5999984741211,3.0915000438690186,122.75,540.75,104.9000015258789,2.961999893188477,904.7000122070312,12.520000457763672,16.38800048828125,391.5,246.0,1144.5,1021.25
2018-06-04,2351.0,64.75,92.0999984741211,1293.0999755859375,77.57499694824219,3.126499891281128,121.5,521.5,104.7249984741211,2.9300000667572017,901.5,11.899999618530273,16.378999710083008,380.75,241.25,1121.5,1001.75
2018-06-05,2289.0,65.51999664306639,89.83999633789062,1297.5,76.5250015258789,3.1909999847412114,119.4499969482422,529.0,107.1999969482422,2.890000104904175,899.2999877929688,12.020000457763672,16.490999221801758,383.75,244.0,1094.5,1001.25
2018-06-06,2296.0,64.73000335693361,90.9499969482422,1297.0999755859375,78.17500305175781,3.254499912261963,118.25,539.75,108.3000030517578,2.8959999084472656,905.5999755859376,12.199999809265135,16.642000198364258,378.25,240.75,1155.5,994.25
2018-06-07,2274.0,65.94999694824219,93.72000122070312,1298.699951171875,78.4000015258789,3.2679998874664307,115.6999969482422,544.5,108.375,2.9300000667572017,898.2999877929688,11.729999542236328,16.766000747680664,376.25,239.0,1121.5,974.25
2018-06-08,2393.0,65.73999786376953,94.94000244140624,1298.0999755859375,79.875,3.2929999828338623,117.25,538.25,110.0250015258789,2.890000104904175,903.7000122070312,12.25,16.694000244140625,377.75,240.75,1118.0,969.25
2018-06-11,2372.0,66.09999847412111,94.75,1298.9000244140625,80.1500015258789,3.2504999637603764,117.0999984741211,534.75,108.6500015258789,2.9489998817443848,904.4000244140624,12.350000381469727,16.905000686645508,367.25,242.5,1164.0,953.75
2018-06-12,2413.0,66.36000061035156,95.20999908447266,1295.0999755859375,80.5250015258789,3.2425000667572017,117.3499984741211,553.5,108.5250015258789,2.938999891281128,899.5,12.350000381469727,16.849000930786133,377.5,242.25,1192.5,954.0
2018-06-13,2380.0,66.63999938964844,93.80999755859376,1296.9000244140625,81.0,3.247999906539917,116.3499984741211,539.0,107.9250030517578,2.963000059127808,900.5,12.510000228881836,16.952999114990234,376.0,233.0,1209.0,936.0
2018-06-14,2450.0,66.88999938964844,93.41000366210938,1304.0,81.17500305175781,3.2165000438690186,115.6999969482422,522.25,106.25,2.9649999141693115,908.9000244140624,12.229999542236328,17.22599983215332,363.0,230.0,1230.5,927.25
2018-06-15,2552.0,65.05999755859375,90.72000122070312,1274.5999755859375,81.7249984741211,3.1410000324249268,115.1999969482422,519.75,108.4499969482422,3.0220000743865967,885.7999877929688,12.020000457763672,16.45199966430664,361.25,233.5,1236.0,905.5
2018-06-18,2509.0,65.84999847412111,87.31999969482422,1276.199951171875,83.7249984741211,3.1034998893737797,114.4499969482422,499.5,108.3000030517578,2.950999975204468,881.9000244140625,11.989999771118164,16.41200065612793,356.0,233.25,1274.5,908.5
2018-06-19,2468.0,65.06999969482422,83.31999969482422,1275.5999755859375,81.875,3.046499967575073,114.0999984741211,483.0,108.5250015258789,2.900000095367432,862.9000244140625,11.84000015258789,16.30299949645996,353.75,235.0,1221.0,889.0
2018-06-20,2568.0,66.22000122070311,83.20999908447266,1271.199951171875,80.0250015258789,3.046499967575073,113.6500015258789,488.75,109.0250015258789,2.96399998664856,872.0999755859375,11.890000343322756,16.288999557495114,354.25,238.75,1265.0,889.5
2018-06-21,2509.0,65.54000091552734,83.20999908447266,1267.199951171875,80.4749984741211,3.025000095367432,112.5999984741211,493.25,108.6500015258789,2.9749999046325684,861.2000122070312,11.869999885559082,16.305999755859375,357.0,242.0,1269.5,880.5
